ID;Location;Price;Property Type;Rooms;WCs;Net Floor Area (m2);Gross Private Area (m2);Parking;Floor;Elevator;Energy Performance Certificate
938.0;Moita, Setúbal;146.000;Apartment;2;2;80;89;Not available;Not available;Not available;Not available
939.0;Baixa da Banheira e Vale da Amoreira, Setúbal;Under Consultation;Apartment;1;1;51;51;Not available;Not available;Not available;Not available
940.0;Ramada e Caneças, Lisboa;289.900;Apartment;3;2;125;136;1;1;Elevator;Energy Performance Certificate
941.0;Canidelo, Porto;185.000;Apartment;2;2;88;105;1;3;Elevator;Energy Performance Certificate
942.0;Árvore, Vila do Conde;179.000;Apartment;1;1;57;57;1;0;Not available;Not available
943.0;Laranjeiro, Almada;245.000;Apartment;3;2;61;72;Not available;Not available;Not available;Not available
944.0;Ajuda, Lisboa;179.000;Apartment;1;1;25;30;Not available;Not available;Not available;Not available
945.0;SJM 4, São João da Madeira;190.000;Apartment;2;2;75;82;1;2;Elevator;Energy Performance Certificate
946.0;Santos, Lisboa, Lisboa;649.980;Apartment;5;1;120;120;Not available;Not available;Not available;Not available
947.0;Vila Real de Santo António, Vila Real de Santo António;157.500;Apartment;1;1;45;54;Not available;Not available;Not available;Not available
948.0;Cascais e Estoril, Lisboa;520.000;Apartment;3;2;98;99;Not available;Not available;Not available;Not available
949.0;Centro, Aveiro;481.280;Apartment;3;Not available;Not available;Not available;Not available;Not available;Not available;Not available
950.0;Centro, Aveiro;388.800;Apartment;2;Not available;Not available;Not available;Not available;Not available;Not available;Not available
951.0;Centro, Aveiro;389.280;Apartment;2;Not available;Not available;Not available;Not available;Not available;Not available;Not available
952.0;Centro, Aveiro;404.640;Apartment;2;Not available;Not available;Not available;Not available;Not available;Not available;Not available
953.0;Charneca de Caparica e Sobreda, Setúbal;365.000;Apartment;2;2;100;86;0;1;Not available;Not available
954.0;Paços de Ferreira, Porto;212.000;Apartments;2-4;2-4;127-236;140-431;2-3;6;Elevator;Not available
955.0;Centro, Aveiro;465.120;Apartment;3;Not available;Not available;Not available;Not available;Not available;Not available;Not available
956.0;Cruz de Pau, Seixal;149.900;Apartment;2;2;85;85;Not available;Not available;Not available;Not available
957.0;Centro de Carnaxide, Oeiras;285.000;Apartment;2;1;90;96;Not available;Not available;Not available;Not available
958.0;Centro, Aveiro;500.640;Apartment;3;Not available;Not available;Not available;Not available;Not available;Not available;Not available
959.0;Centro, Aveiro;351.360;Apartment;2;Not available;Not available;Not available;Not available;Not available;Not available;Not available
960.0;Centro, Aveiro;486.280;Apartment;3;Not available;Not available;Not available;Not available;Not available;Not available;Not available
961.0;Centro, Aveiro;394.280;Apartment;2;Not available;Not available;Not available;Not available;Not available;Not available;Not available
962.0;Centro, Aveiro;409.640;Apartment;2;Not available;Not available;Not available;Not available;Not available;Not available;Not available
963.0;Centro, Aveiro;470.120;Apartment;3;Not available;Not available;Not available;Not available;Not available;Not available;Not available
964.0;Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto;275.000;Apartment;1;1;34;34;1;1;Not available;Not available
965.0;Bairro Norton de Matos, Coimbra;189.000;Apartment;2;1;64;110;Not available;Not available;Not available;Not available
966.0;Centro, Aveiro;475.400;Apartment;3;Not available;Not available;Not available;Not available;Not available;Not available;Not available
967.0;Chainça, Abrantes;137.500;Apartment;3;2;103;103;Not available;Not available;Not available;Not available
968.0;Armação de Pêra, Silves;240.000;Apartment;2;1;43;57;1;3;Elevator;Energy Performance Certificate
969.0;Centro, Aveiro;491.280;Apartment;3;Not available;Not available;Not available;Not available;Not available;Not available;Not available
970.0;Centro, Aveiro;398.800;Apartment;2;Not available;Not available;Not available;Not available;Not available;Not available;Not available
971.0;Centro, Aveiro;399.280;Apartment;2;Not available;Not available;Not available;Not available;Not available;Not available;Not available
972.0;Vilamoura, Loulé;20.600;Apartment;1;1;57;74;Not available;Not available;Not available;Not available
973.0;Centro, Aveiro;414.640;Apartment;2;Not available;Not available;Not available;Not available;Not available;Not available;Not available
974.0;Centro, Aveiro;475.120;Apartment;3;Not available;Not available;Not available;Not available;Not available;Not available;Not available
975.0;Centro, Aveiro;498.160;Apartment;3;Not available;Not available;Not available;Not available;Not available;Not available;Not available
976.0;Centro, Aveiro;496.280;Apartment;3;Not available;Not available;Not available;Not available;Not available;Not available;Not available
977.0;Centro, Aveiro;403.800;Apartment;2;Not available;Not available;Not available;Not available;Not available;Not available;Not available
978.0;Centro, Aveiro;404.280;Apartment;2;Not available;Not available;Not available;Not available;Not available;Not available;Not available
979.0;Centro, Aveiro;419.640;Apartment;2;Not available;Not available;Not available;Not available;Not available;Not available;Not available
980.0;Vilamoura, Loulé;20.600;Apartment;1;1;57;74;0;3;Not available;Not available
981.0;Centro, Aveiro;480.120;Apartment;3;Not available;Not available;Not available;Not available;Not available;Not available;Not available
982.0;Aos Arneiros, Lisboa;450.000;Apartment;4;1;100;110;Not available;Not available;Not available;Not available
983.0;Centro, Aveiro;496.120;Apartment;3;Not available;Not available;Not available;Not available;Not available;Not available;Not available
984.0;Monte Abraão, Sintra;150.000;Apartment;2;1;61;71;Not available;Not available;Not available;Not available
985.0;Centro, Aveiro;501.280;Apartment;3;Not available;Not available;Not available;Not available;Not available;Not available;Not available
986.0;Aos Arneiros, Lisboa;450.000;Apartment;4;1;100;110;Not available;Not available;Not available;Not available
987.0;Centro, Aveiro;408.800;Apartment;2;Not available;Not available;Not available;Not available;Not available;Not available;Not available
988.0;Lordelo, Porto;185.000;Apartment;2;2;93;110;1;2;Elevator;Energy Performance Certificate
989.0;Centro, Aveiro;409.280;Apartment;2;Not available;Not available;Not available;Not available;Not available;Not available;Not available
990.0;Cova da Piedade, Almada;265.000;Apartment;3;2;91;101;Not available;Not available;Not available;Not available
991.0;Centro, Aveiro;485.120;Apartment;3;Not available;Not available;Not available;Not available;Not available;Not available;Not available
992.0;Centro, Aveiro;506.280;Apartment;3;Not available;Not available;Not available;Not available;Not available;Not available;Not available
993.0;Aos Arneiros, Lisboa;260.000;Apartment;1;1;48;52;Not available;Not available;Not available;Not available
994.0;Centro, Aveiro;413.800;Apartment;2;Not available;Not available;Not available;Not available;Not available;Not available;Not available
995.0;Pêra, Silves;187.000;Apartment;2;1;59;75;0;1;Not available;Not available
996.0;Olaias, Lisboa;245.000;Apartment;2;1;66;77;Not available;Not available;Not available;Not available
997.0;Centro, Aveiro;449.640;Apartment;2;Not available;Not available;Not available;Not available;Not available;Not available;Not available
998.0;Agualva e Mira-Sintra, Lisboa;220.000;Apartment;4;2;120;130;Not available;Not available;Not available;Not available
999.0;Centro, Aveiro;586.760;Apartment;3;Not available;Not available;Not available;Not available;Not available;Not available;Not available
1000.0;Centro, Aveiro;365.000;Apartment;3;Not available;Not available;Not available;Not available;Not available;Not available;Not available
1001.0;Centro, Aveiro;300.000;Apartment;2;Not available;Not available;Not available;Not available;Not available;Not available;Not available
1002.0;Centro, Aveiro;375.000;Apartment;3;Not available;Not available;Not available;Not available;Not available;Not available;Not available
1003.0;Centro, Aveiro;305.000;Apartment;2;Not available;Not available;Not available;Not available;Not available;Not available;Not available
1004.0;Centro, Aveiro;310.000;Apartment;2;Not available;Not available;Not available;Not available;Not available;Not available;Not available
1005.0;Braga (São José de São Lázaro e São João do Souto), Braga;170.000;Apartment;3;2;95;110;1;0;Not available;Not available
1006.0;Centro, Aveiro;310.000;Apartment;2;Not available;Not available;Not available;Not available;Not available;Not available;Not available
1007.0;Centro, Aveiro;380.000;Apartment;3;Not available;Not available;Not available;Not available;Not available;Not available;Not available
1008.0;Centro, Aveiro;315.000;Apartment;2;Not available;Not available;Not available;Not available;Not available;Not available;Not available
1009.0;Centro, Aveiro;320.000;Apartment;4;Not available;Not available;Not available;Not available;Not available;Not available;Not available
1010.0;Cova da Piedade, Almada;235.000;Apartment;3;1;70;82;Not available;Not available;Not available;Not available
1011.0;Seia, São Romão e Lapa dos Dinheiros, Guarda;Under Consultation;Apartment;3;2;127;145;1;0;Not available;Not available
1012.0;Seia, São Romão e Lapa dos Dinheiros, Guarda;Under Consultation;Apartment;2;2;107;125;1;0;Not available;Not available
1013.0;Seia, São Romão e Lapa dos Dinheiros, Guarda;Under Consultation;Apartment;3;2;100;149;1;1;Not available;Not available
1014.0;Mem Martins, Sintra;185.000;Apartment;2;1;72;82;Not available;Not available;Not available;Not available
1015.0;Queluz e Belas, Lisboa;385.000;Duplex;2;2;94;159;3;7;Elevator;Energy Performance Certificate
1016.0;Costa da Caparica, Setúbal;279.900;Apartment;2;2;76;76;Not available;Not available;Not available;Not available
1017.0;Ponta Delgada (São Pedro), Ilha de São Miguel;695.000;Apartment;2;3;123;123;1;1;Not available;Not available
1018.0;Seia, São Romão e Lapa dos Dinheiros, Guarda;Under Consultation;Apartment;3;2;119;131;1;0;Not available;Not available
1019.0;Vilamoura, Loulé;240.000;Apartment;1;1;63;70;1;2;Not available;Not available
1020.0;Ramalde, Porto;Under Consultation;Apartment;4;4;232;232;2;5;Not available;Not available
1021.0;Centro, Aveiro;435.000;Apartment;3;Not available;Not available;Not available;Not available;Not available;Not available;Not available
1022.0;Campo de Ourique, Lisboa;840.000;Apartment;3;2;100;132;1;1;Elevator;Energy Performance Certificate
1023.0;Tavira, Tavira;169.000;Apartment;1;1;54;61;Not available;Not available;Not available;Not available
1024.0;Senhora da Hora, Matosinhos;322.500;Apartment;3;2;118;135;1;1;Elevator;Energy Performance Certificate
1025.0;Seia, São Romão e Lapa dos Dinheiros, Guarda;Under Consultation;Apartment;3;2;100;149;1;0;Not available;Not available
1026.0;Costa da Caparica, Setúbal;268.000;Apartment;1;1;46;50;Not available;Not available;Not available;Not available
1027.0;Seia, São Romão e Lapa dos Dinheiros, Guarda;Under Consultation;Apartment;2;2;107;125;1;1;Not available;Not available
1028.0;Vilamoura, Loulé;225.000;Apartment;1;1;61;61;Not available;Not available;Not available;Not available
1029.0;Funchal (São Pedro), Ilha da Madeira;398.000;Apartment;3;2;100;106;Not available;Not available;Not available;Not available
1030.0;Trafaria, Almada;260.000;Apartment;2;1;58;63;Not available;Not available;Not available;Not available
1031.0;Ponta Delgada (São José), Ilha de São Miguel;230.000;Apartment;2;1;93;87;Not available;Not available;Not available;Not available
1032.0;Pontinha e Famões, Lisboa;139.900;Apartment;2;Not available;Not available;Not available;Not available;Not available;Not available;Not available
1033.0;Praia da Rocha, Portimão;180.000;Apartment;1;1;43;48;Not available;Not available;Not available;Not available
1034.0;Santa Marinha e São Pedro da Afurada, Porto;530.000;Apartments;3;3;128;158;2;3-9;Elevator;Not available
1035.0;Santa Marta do Pinhal, Seixal;200.000;Apartment;2;1;91;91;Not available;Not available;Not available;Not available
1036.0;Seixal, Arrentela e Aldeia de Paio Pires, Setúbal;190.000;Apartment;2;1;65;65;Not available;Not available;Not available;Not available
1037.0;Costa Cabral, Porto;266.500;Apartment;3;2;88;98;Not available;Not available;Not available;Not available
1038.0;Centro, Aveiro;365.000;Apartment;2;Not available;Not available;Not available;Not available;Not available;Not available;Not available
1039.0;Santa Apolónia, Bragança;138.000;Apartment;4;2;119;134;1;2;Not available;Not available
1040.0;Olivais Sul, Lisboa;268.000;Apartment;2;1;70;70;Not available;Not available;Not available;Not available
1041.0;Mina de Água, Lisboa;Under Consultation;Apartment;2;Not available;Not available;Not available;Not available;Not available;Not available;Not available
1042.0;Vila Chã, Codal e Vila Cova de Perrinho, Aveiro;196.000;Apartment;3;2;143;143;1;2;Elevator;Energy Performance Certificate
1043.0;Centro, Aveiro;465.000;Apartment;3;Not available;Not available;Not available;Not available;Not available;Not available;Not available
1044.0;Venda do Pinheiro, Mafra;220.000;Apartment;2;1;79;97;Not available;Not available;Not available;Not available
1045.0;Porto, Porto;1.250.000;Apartment;4;5;257;471;3;5;Not available;Not available
1046.0;Canidelo, Vila Nova de Gaia;199.000;Duplex;2;2;120;128;1;1;Elevator;Energy Performance Certificate
1047.0;Centro, Aveiro;295.000;Apartment;2;Not available;Not available;Not available;Not available;Not available;Not available;Not available
1048.0;Porto, Porto;770.000;Apartment;3;3;178;189;2;1;Not available;Not available
1049.0;Porto, Porto;700.000;Apartment;3;4;188;209;2;1;Not available;Not available
1050.0;Centro, Aveiro;475.000;Apartment;3;Not available;Not available;Not available;Not available;Not available;Not available;Not available
1051.0;Porto, Porto;820.000;Apartment;4;5;232;330;3;0;Not available;Not available
1052.0;Viseu, Viseu;165.000;Apartment;1;1;56;103;1;2;Not available;Not available
1053.0;Centro, Aveiro;300.000;Apartment;2;Not available;Not available;Not available;Not available;Not available;Not available;Not available
1054.0;Porto, Porto;600.000;Apartment;3;4;160;238;3;0;Not available;Not available
1055.0;Samora Correia, Benavente;Under Consultation;Apartment;3;2;176;Not available;Not available;Not available;Not available;Not available
1056.0;Santa Marinha e São Pedro da Afurada, Porto;650.000;Apartment;3;4;134;154;2;8;Elevator;Energy Performance Certificate
1057.0;Centro, Aveiro;340.000;Apartment;2;Not available;Not available;Not available;Not available;Not available;Not available;Not available
1058.0;Praia, Póvoa de Varzim;285.000;Apartment;3;2;110;128;Not available;Not available;Not available;Not available
1059.0;Centro, Aveiro;290.000;Apartment;2;Not available;Not available;Not available;Not available;Not available;Not available;Not available
1060.0;Monte da Caparica, Almada;185.000;Apartment;2;1;90;115;1;0;Elevator;Energy Performance Certificate
1061.0;Continente, Loulé;295.000;Duplex;3;3;101;101;Not available;Not available;Not available;Not available
1062.0;Centro, Aveiro;320.000;Apartment;2;Not available;Not available;Not available;Not available;Not available;Not available;Not available
1063.0;Centro, Aveiro;495.000;Apartment;3;Not available;Not available;Not available;Not available;Not available;Not available;Not available
1064.0;ANSIÃO, Ansião;96.000;Apartment;1;1;53;60;1;1;Not available;Not available
1065.0;Centro, Aveiro;305.000;Apartment;2;Not available;Not available;Not available;Not available;Not available;Not available;Not available
1066.0;Santo Tirso, Santo Tirso;215.000;Apartment;3;3;158;158;Not available;Not available;Not available;Not available
1067.0;Rio Tinto, Porto;219.000;Apartment;3;3;125;159;1;3;Elevator;Energy Performance Certificate
1068.0;Celas, Coimbra;300.000;Apartment;4;2;108;135;1;0;Not available;Not available
1069.0;Paços de Ferreira, Porto;265.000;Apartment;3;2;144;190;2;2;Elevator;Energy Performance Certificate
1070.0;Centro, Aveiro;345.000;Apartment;2;Not available;Not available;Not available;Not available;Not available;Not available;Not available
1071.0;Eiriz, Porto;175.000;Apartment;3;2;126;151;2;2;Not available;Not available
1072.0;Monte Gordo, Faro;195.000;Apartment;0;1;53;53;Not available;Not available;Not available;Not available
1073.0;Centro, Aveiro;295.000;Apartment;2;Not available;Not available;Not available;Not available;Not available;Not available;Not available
1074.0;Celas, Coimbra;150.000;Apartment;1;1;45;54;Not available;Not available;Not available;Not available
1075.0;Boavista, Porto;730.000;Apartment;4;3;193;Not available;Not available;Not available;Not available;Not available
1076.0;Parque das Nações - Expo Norte, Lisboa;499.900;Apartment;2;2;77;77;1;3;Elevator;Energy Performance Certificate
1077.0;Centro, Aveiro;345.000;Apartment;2;Not available;Not available;Not available;Not available;Not available;Not available;Not available
1078.0;Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;195.000;Apartment;3;2;128;128;2;1;Not available;Not available
1079.0;Sítio de Sao Pedro/ Alto do Cano, Tavira;765.000;Apartment;3;2;103;119;1;2;Elevator;Energy Performance Certificate
1080.0;Centro, Aveiro;500.000;Apartment;3;Not available;Not available;Not available;Not available;Not available;Not available;Not available
1081.0;Ermesinde, Porto;158.000;Apartment;2;2;79;96;1;3;Not available;Not available
1082.0;Aos Arneiros, Lisboa;375.000;Apartment;2;1;70;76;Not available;Not available;Not available;Not available
1083.0;Aos Arneiros, Lisboa;375.000;Apartment;2;1;70;76;Not available;Not available;Not available;Not available
1084.0;Massamá e Monte Abraão, Lisboa;322.500;Apartment;3;2;125;157;1;Not available;Not available;Not available
1085.0;Almancil Centro, Loulé;330.000;Apartment;3;3;103;128;1;2;Elevator;Not available
1086.0;Alhandra, Vila Franca de Xira;Under Consultation;Apartment;2;1;81;81;Not available;Not available;Not available;Not available
1087.0;Aeroporto, Maia;226.750;Apartment;2;2;96;96;1;2;Elevator;Energy Performance Certificate
1088.0;Centro, Aveiro;335.000;Apartment;2;Not available;Not available;Not available;Not available;Not available;Not available;Not available
1089.0;Vila Nova de Milfontes, Beja;195.000;Apartment;1;1;70;70;Not available;Not available;Not available;Not available
1090.0;Centro, Aveiro;385.000;Apartment;2;Not available;Not available;Not available;Not available;Not available;Not available;Not available
1091.0;Apúlia, Esposende;215.000;Apartment;2;2;93;125;2;1;Not available;Not available
1092.0;Centro, Aveiro;325.000;Apartment;2;Not available;Not available;Not available;Not available;Not available;Not available;Not available
1093.0;Sto. Ovídio, Vila Nova de Gaia;215.000;Apartment;2;2;81;101;1;1;Elevator;Energy Performance Certificate
1094.0;Marvila, Lisboa;365.000;Apartment;3;2;97;97;Not available;Not available;Not available;Not available
1095.0;Olivais Sul, Lisboa;240.000;Apartment;2;1;55;55;Not available;Not available;Not available;Not available
1096.0;Centro, Aveiro;350.000;Apartment;2;Not available;Not available;Not available;Not available;Not available;Not available;Not available
1097.0;Fonte Nova, Lisboa;197.000;Apartment;1;1;36;39;0;0;Not available;Not available
1098.0;Abraveses, Viseu;160.000;Apartment;3;2;131;179;1;3;Elevator;Energy Performance Certificate
1099.0;Olivais Norte, Lisboa;320.000;Apartment;3;1;70;70;Not available;Not available;Not available;Not available
1100.0;Olivais, Coimbra;220.000;Apartment;3;2;142;150;Not available;Not available;Not available;Not available
1101.0;Santo Tirso, Santo Tirso;153.000;Apartment;3;2;101;101;1;1;Not available;Not available
1102.0;Oliveira do Douro, Porto;187.500;Apartment;3;2;101;122;1;1;Not available;Not available
1103.0;Eiras e São Paulo de Frades, Coimbra;215.000;Apartment;3;2;92;106;2;2;Elevator;Energy Performance Certificate
1104.0;Conceição e Cabanas de Tavira, Faro;175.000;Apartment;0;1;34;34;1;1;Not available;Not available
1105.0;Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Lisboa;450.000;Apartment;3;2;98;119;1;0;Elevator;Energy Performance Certificate
1106.0;Mafamude e Vilar do Paraíso, Porto;189.000;Apartment;3;2;112;133;1;4;Elevator;Energy Performance Certificate
1107.0;Pedra Mourinha, Portimão;270.000;Apartment;3;2;105;123;1;1;Elevator;Energy Performance Certificate
1108.0;Oliveira do Douro, Porto;165.000;Apartment;3;2;110;148;1;2;Not available;Not available
1109.0;Centro, Aveiro;520.000;Apartment;3;Not available;Not available;Not available;Not available;Not available;Not available;Not available
1110.0;Centro, Aveiro;335.000;Apartment;2;Not available;Not available;Not available;Not available;Not available;Not available;Not available
1111.0;Canidelo, Porto;240.000;Apartment;2;2;83;110;1;3;Elevator;Energy Performance Certificate
1112.0;Celas, Coimbra;240.000;Apartment;3;2;78;105;1;0;Not available;Not available
1113.0;Águas Santas, Porto;175.000;Apartment;3;2;100;118;1;1;Elevator;Energy Performance Certificate
1114.0;Santa Apolónia, Coimbra;250.000;Apartment;6;3;138;229;6;1;Not available;Not available
1115.0;Baleal, Peniche;395.000;Duplex;3;3;152;214;2;3;Elevator;Energy Performance Certificate
1116.0;Centro, Aveiro;375.000;Apartment;2;Not available;Not available;Not available;Not available;Not available;Not available;Not available
1117.0;Centro, Aveiro;355.000;Apartment;2;Not available;Not available;Not available;Not available;Not available;Not available;Not available
1118.0;Centro, Aveiro;335.000;Apartment;2;Not available;Not available;Not available;Not available;Not available;Not available;Not available
1119.0;Cacém e São Marcos, Lisboa;249.000;Apartment;3;2;89;95;1;7;Elevator;Energy Performance Certificate
1120.0;Canidelo, Porto;265.000;Apartment;3;2;106;106;1;1;Elevator;Energy Performance Certificate
1121.0;Areia Branca, Lourinhã;792.000;Apartment;4;3;107;176;1;0;Not available;Not available
1122.0;Algueirão-Mem Martins, Lisboa;220.000;Apartments;1-2;1-2;54-77;62-163;2;3;Elevator;Not available
1123.0;Alto dos Barronhos, Oeiras;Under Consultation;Apartment;3;2;85;92;Not available;Not available;Not available;Not available
1124.0;Sé, Santa Maria e Meixedo, Bragança;230.000;Duplex;5;5;206;110;2;4;Elevator;Not available
1125.0;À Av. Uruguai, Lisboa;338.000;Apartment;2;1;65;81;Not available;Not available;Not available;Not available
1126.0;Vila Nova Caparica, Almada;289.000;Apartment;3;2;96;128;0;1;Elevator;Energy Performance Certificate
1127.0;Encosta da Barata, Abrantes;Under Consultation;Apartment;3;2;111;111;Not available;Not available;Not available;Not available
1128.0;Garajau, Santa Cruz;183.000;Apartment;1;1;68;82;1;0;Elevator;Energy Performance Certificate
1129.0;Alcântara, Lisboa;1.085.000;Apartment;3;3;150;155;Not available;Not available;Not available;Not available
1130.0;Moreira, Porto;198.900;Apartment;1;2;56;59;1;Not available;Not available;Not available
1131.0;Santa Marinha e São Pedro da Afurada, Porto;179.000;Apartment;0;1;Not available;Not available;Not available;Not available;Not available;Not available
1132.0;Arca d´ Água, Porto;233.000;Apartment;1;1;Not available;Not available;Not available;Not available;Not available;Not available
1133.0;Valongo, Valongo;230.000;Apartment;3;2;90;185;1;4;Elevator;Energy Performance Certificate
1134.0;Lagos, Lagos;Under Consultation;Apartment;2;1;78;88;Not available;Not available;Not available;Not available
1135.0;Algueirão-Mem Martins, Lisboa;190.000;Apartment;3;2;70;100;1;3;Not available;Not available
1136.0;OVAR Centro, Ovar;135.000;Apartment;2;1;70;73;Not available;Not available;Not available;Not available
1137.0;Baleal, Peniche;280.000;Apartment;2;1;86;102;Not available;Not available;Not available;Not available
1138.0;À Av. Uruguai, Lisboa;399.900;Apartment;3;2;85;91;Not available;Not available;Not available;Not available
1139.0;Valongo, Porto;165.000;Apartment;2;1;78;83;1;2;Not available;Not available
1140.0;Montijo e Afonsoeiro, Setúbal;Under Consultation;Apartment;3;2;94;88;Not available;Not available;Not available;Not available
1141.0;GAIA Madalena, Vila Nova de Gaia;335.000;Apartment;3;3;107;107;2;2;Elevator;Energy Performance Certificate
1142.0;Chinicato, Lagos;Under Consultation;Apartment;2;2;98;123;1;2;Not available;Not available
1143.0;Qta do Marquês, Oeiras;460.000;Apartment;3;2;93;118;1;4;Elevator;Energy Performance Certificate
1144.0;Antas, Porto;210.000;Apartment;2;2;101;129;1;2;Not available;Not available
1145.0;Senhora da Hora, Matosinhos;230.000;Apartment;3;2;92;92;Not available;Not available;Not available;Not available
1146.0;Ramalde, Porto;189.000;Apartment;3;1;85;85;0;0;Not available;Not available
1147.0;Olivais, Lisboa;249.000;Apartment;2;1;72;72;Not available;Not available;Not available;Not available
1148.0;Antas, Porto;590.000;Apartment;3;3;165;197;2;1;Elevator;Energy Performance Certificate
1149.0;Miratejo, Seixal;159.000;Apartment;2;1;63;72;Not available;Not available;Not available;Not available
1150.0;Bairro das Amendoeiras, Lisboa;250.000;Apartment;3;1;92;92;Not available;Not available;Not available;Not available
1151.0;Foz do Douro, Porto;1.050.000;Apartment;4;3;192;259;3;2;Elevator;Energy Performance Certificate
1152.0;Rio Tinto - Areosa, Gondomar;139.500;Apartment;2;1;80;85;Not available;Not available;Not available;Not available
1153.0;Lamego (Almacave e Sé), Viseu;215.000;Duplex;4;3;131;165;1;0;Elevator;Energy Performance Certificate
1154.0;Damaia de Cima, Amadora;255.000;Apartment;2;2;93;98;Not available;Not available;Not available;Not available
1155.0;Damaia de Cima, Amadora;255.000;Apartment;2;2;93;98;Not available;Not available;Not available;Not available
1156.0;Damaia de Cima, Amadora;255.000;Apartment;3;2;85;90;Not available;Not available;Not available;Not available
1157.0;Paços de Ferreira, Porto;250.000;Apartment;3;3;133;148;2;2;Not available;Not available
1158.0;Bragaparque, Braga;229.900;Apartment;3;2;104;106;1;1;Elevator;Energy Performance Certificate
1159.0;Avenidas Novas, Lisboa;345.000;Apartment;0;1;43;54;1;2;Elevator;Energy Performance Certificate
1160.0;Mafamude e Vilar do Paraíso, Porto;263.000;Apartment;3;2;85;100;1;1;Not available;Not available
1161.0;QUINTA DA FÁBRICA DA PÓLVORA, Seixal;352.500;Apartment;3;2;107;135;1;1;Elevator;Energy Performance Certificate
1162.0;Mafamude e Vilar do Paraíso, Porto;495.000;Apartment;5;3;218;233;2;1;Not available;Not available
1163.0;Santo António, Lisboa;1.100.000;Duplex;4;2;160;180;Not available;Not available;Not available;Not available
1164.0;Vermoeira, Mafra;284.000;Apartment;5;3;144;245;2;1;Not available;Not available
1165.0;Santa Marinha e São Pedro da Afurada, Porto;690.000;Apartment;3;3;222;295;3;10;Elevator;Energy Performance Certificate
1166.0;Vila Nova de Gaia, Vila Nova de Gaia;190.000;Apartment;1;1;61;90;1;1;Elevator;Energy Performance Certificate
1167.0;Caniço, Ilha da Madeira;298.000;Apartment;3;2;124;170;2;1;Not available;Not available
1168.0;Peniche, Peniche;149.500;Apartment;2;1;65;95;1;1;Not available;Not available
1169.0;Caniço de Baixo, Santa Cruz;345.000;Apartment;2;1;96;118;1;Not available;Not available;Not available
1170.0;Celas, Coimbra;420.000;Apartment;4;2;145;163;1;4;Elevator;Energy Performance Certificate
1171.0;Caniço de Baixo, Santa Cruz;345.000;Apartment;2;1;96;118;1;Not available;Not available;Not available
1172.0;Celas, Coimbra;420.000;Apartment;4;2;145;163;1;4;Elevator;Energy Performance Certificate
1173.0;Valongo, Porto;382.000;Apartment;3;3;138;138;2;5;Elevator;Energy Performance Certificate
1174.0;Sé, Santa Maria e Meixedo, Bragança;89.000;Apartment;2;1;Not available;Not available;Not available;Not available;Not available;Not available
1175.0;Avenidas Novas, Lisboa;840.000;Apartment;3;3;183;183;2;5;Not available;Not available
1176.0;Quarteira, Faro;260.000;Apartment;1;1;77;92;1;1;Not available;Not available
1177.0;Portimão, Faro;355.000;Apartment;2;2;95;140;2;2;Elevator;Energy Performance Certificate
1178.0;Corujeira, Porto;288.900;Apartment;1;1;48;56;1;5;Elevator;Not available
1179.0;Corujeira, Porto;255.900;Apartment;1;1;45;53;1;5;Elevator;Not available
1180.0;SJM 4, São João da Madeira;290.000;Apartment;3;3;139;150;1;1;Elevator;Energy Performance Certificate
1181.0;Sé, Santa Maria e Meixedo, Bragança;139.000;Apartment;3;2;Not available;Not available;Not available;Not available;Not available;Not available
1182.0;Portela, Loures;350.000;Apartment;3;2;125;125;1;6;Not available;Not available
1183.0;Imaculado Coração de Maria, Ilha da Madeira;305.000;Apartment;1;1;44;52;1;6;Not available;Not available
1184.0;Loures, Loures;264.000;Apartment;2;1;97;97;1;3;Elevator;Energy Performance Certificate
1185.0;Lumiar, Lisboa;549.000;Apartment;3;3;135;135;1;4;Not available;Not available
1186.0;Corujeira, Porto;288.000;Apartment;1;1;48;56;1;2;Elevator;Not available
1187.0;Madragoa, Lisboa, Lisboa;225.000;Apartment;1;1;26;26;Not available;Not available;Not available;Not available
1188.0;Corujeira, Porto;255.255;Apartment;1;1;45;53;1;2;Elevator;Not available
1189.0;Campanhã, Porto;394.000;Apartment;2;2;71;83;1;2;Elevator;Not available
1190.0;Areeiro, Lisboa;330.000;Apartment;4;2;109;109;Not available;Not available;Not available;Not available
1191.0;Corujeira, Porto;402.000;Apartment;2;2;66;78;1;2;Elevator;Not available
1192.0;Valpaços e Sanfins, Vila Real;103.000;Apartment;3;2;80;95;Not available;Not available;Not available;Not available
1193.0;Corujeira, Porto;272.500;Apartment;1;1;48;56;1;1;Elevator;Not available
1194.0;Olivais Sul, Lisboa;550.000;Apartment;5;2;165;165;Not available;Not available;Not available;Not available
1195.0;Corujeira, Porto;255.000;Apartment;1;1;46;53;1;1;Elevator;Not available
1196.0;Corujeira, Porto;390.000;Apartment;2;2;71;83;1;1;Elevator;Not available
1197.0;Recardães e Espinhel, Aveiro;170.000;Apartment;3;2;130;139;Not available;Not available;Not available;Not available
