504;Gulpilhares e Valadares, Porto;185.000;Apartment;2;2;94;108;1;1;Elevator;Energy Performance Certificate
505;Estrada Monumental, Funchal;595.000;Apartment;2;2;64;94;2;9;Elevator;Energy Performance Certificate
506;Oliveira do Douro, Porto;198.000;Apartment;2;2;97;116;1;6;Elevator;Energy Performance Certificate
507;Cidade da Maia, Porto;269.000;Apartment;3;2;101;106;1;4;Elevator;Energy Performance Certificate
508;S.Cosme, Gondomar;Under Consultation;Apartment;1;1;46;46;0;0;Not available;Not available
509;Linda-a-velha, Oeiras;255.000;Apartment;2;1;70;77;Not available;Not available;Not available;Not available
510;Lourinhã e Atalaia, Lisboa;173.000;Apartments;1;1;51;57;1;Not available;Not available;Not available
511;Massamá, Sintra;190.000;Apartment;2;1;74;82;Not available;Not available;Not available;Not available
512;Gualtar, Braga;209.000;Apartment;3;2;108;135;1;3;Not available;Not available
513;Lourinhã e Atalaia, Lisboa;280.000;Apartments;2-4;2-5;90-163;100-185;2;2-4;Elevator;Not available
514;Torno, Porto;123.500;Apartment;2;1;102;117;1;3;Elevator;Energy Performance Certificate
515;Cacilhas, Almada;185.000;Apartment;2;1;69;72;Not available;Not available;Not available;Not available
516;Cacém e São Marcos, Lisboa;198.000;Apartment;2;1;83;90;Not available;Not available;Not available;Not available
517;Cova da Piedade, Almada;329.000;Apartment;2;2;94;122;1;2;Elevator;Energy Performance Certificate
518;Samora Correia, Santarém;155.000;Apartment;3;2;121;121;Not available;Not available;Not available;Not available
519;Alhandra, Vila Franca de Xira;125.000;Apartment;2;1;45;64;Not available;Not available;Not available;Not available
520;Matosinhos e Leça da Palmeira, Porto;135.000;Apartment;3;1;80;145;Not available;Not available;Not available;Not available
521;Ramalde, Porto;Under Consultation;Apartment;1;1;70;70;1;0;Elevator;Energy Performance Certificate
522;Mafamude e Vilar do Paraíso, Porto;275.000;Apartment;2;2;117;134;1;5;Elevator;Not available
523;Mafamude e Vilar do Paraíso, Porto;270.000;Apartment;2;2;117;134;1;4;Elevator;Not available
524;Mafamude e Vilar do Paraíso, Porto;190.000;Apartment;1;2;85;85;Not available;Not available;Not available;Not available
525;Mafamude e Vilar do Paraíso, Porto;265.000;Apartment;2;2;104;120;1;4;Elevator;Not available
526;Mafamude e Vilar do Paraíso, Porto;270.000;Apartment;2;2;117;137;1;3;Elevator;Not available
527;Mafamude e Vilar do Paraíso, Porto;180.000;Apartment;1;2;85;85;Not available;Not available;Not available;Not available
528;Mafamude e Vilar do Paraíso, Porto;265.000;Apartment;2;2;117;133;1;2;Elevator;Not available
529;Mafamude e Vilar do Paraíso, Porto;175.000;Apartment;1;2;85;85;Not available;Not available;Not available;Not available
530;Mafamude e Vilar do Paraíso, Porto;210.000;Apartment;2;2;104;104;Not available;Not available;Not available;Not available
531;Mafamude e Vilar do Paraíso, Porto;250.000;Apartment;2;2;117;135;1;1;Elevator;Not available
532;Mafamude e Vilar do Paraíso, Porto;170.000;Apartment;1;2;86;86;Not available;Not available;Not available;Not available
533;Mafamude e Vilar do Paraíso, Porto;200.000;Apartment;2;2;104;122;Not available;Not available;Not available;Not available
534;Mafamude e Vilar do Paraíso, Porto;160.000;Apartment;1;2;67;67;Not available;Not available;Not available;Not available
535;Mafamude e Vilar do Paraíso, Porto;195.000;Apartment;2;2;104;122;1;0;Elevator;Not available
536;Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Lisboa;490.000;Apartment;3;2;103;113;Not available;Not available;Not available;Not available
537;Selho (São Jorge), Braga;216.000;Apartment;3;3;140;154;2;4;Not available;Not available
538;Graça, Lisboa;350.000;Apartment;2;1;61;71;Not available;Not available;Not available;Not available
539;Chiado, Lisboa;895.000;Apartment;3;4;147;163;Not available;Not available;Not available;Not available
540;Praça Rainha D. Amélia, Porto;165.000;Apartment;1;1;40;43;Not available;Not available;Not available;Not available
541;Montijo e Afonsoeiro, Setúbal;197.500;Apartment;3;2;78;95;Not available;Not available;Not available;Not available
542;Avenidas Novas, Lisboa;335.000;Apartment;0;1;47;64;1;4;Elevator;Energy Performance Certificate
543;Castelo Branco, Castelo Branco;137.000;Apartment;4;2;148;195;Not available;Not available;Not available;Not available
544;Moncarapacho e Fuseta, Faro;165.000;Apartment;1;1;64;64;1;1;Not available;Not available
545;São Domingos de Benfica, Lisboa;375.000;Apartment;1;1;62;62;1;2;Not available;Not available
546;Vila do Conde, Porto;950.000;Apartment;4;3;181;190;2;1;Elevator;Energy Performance Certificate
547;Penha de França, Lisboa;350.000;Apartment;3;1;Not available;Not available;Not available;Not available;Not available;Not available
548;Lavradio, Barreiro;115.000;Apartment;2;1;52;61;Not available;Not available;Not available;Not available
549;Lumiar, Lisboa;299.000;Apartment;1;1;66;66;1;0;Elevator;Energy Performance Certificate
550;Estrada Monumental, Funchal;580.000;Apartment;2;2;64;94;2;10;Elevator;Energy Performance Certificate
551;ERA Palmela Azeitao, Seixal;170.000;Apartment;2;1;79;87;Not available;Not available;Not available;Not available
552;Santa Marta do Pinhal, Seixal;182.000;Apartment;2;1;77;77;Not available;Not available;Not available;Not available
553;ERA Palmela Azeitao, Barreiro;225.000;Apartment;3;2;111;125;Not available;Not available;Not available;Not available
554;Massarelos, Porto;1.850.000;Duplex;3;3;268;345;4;5;Not available;Not available
555;ERA Palmela Azeitao, Moita;120.000;Apartment;1;1;51;61;Not available;Not available;Not available;Not available
556;Vale Churido, Bragança;139.000;Apartment;3;2;Not available;Not available;Not available;Not available;Not available;Not available
557;Loures, Loures;240.000;Apartment;2;1;63;63;Not available;Not available;Not available;Not available
558;Lamego (Almacave e Sé), Viseu;Under Consultation;Apartment;3;2;101;111;1;2;Not available;Not available
559;Marvila, Lisboa;255.000;Apartment;2;1;77;77;Not available;Not available;Not available;Not available
560;Santa Clara, Coimbra;168.000;Apartment;2;1;90;98;1;Not available;Not available;Not available
561;Rio Tinto, Porto;180.000;Apartment;2;2;81;98;1;2;Elevator;Energy Performance Certificate
562;Vendas Novas, Évora;165.000;Apartment;3;2;110;110;Not available;Not available;Not available;Not available
563;Loulé (São Sebastião), Faro;265.000;Apartment;2;1;60;79;0;0;Not available;Not available
564;Loulé (São Sebastião), Faro;265.000;Apartment;2;1;59;74;0;1;Not available;Not available
565;Loulé, Loulé;270.000;Apartment;2;1;61;78;0;1;Not available;Not available
566;Marinha Grande, Leiria;155.000;Apartment;3;2;100;108;1;2;Not available;Not available
567;Canidelo, Porto;625.000;Apartment;2;2;92;105;2;3;Elevator;Energy Performance Certificate
568;Castelo Branco, Castelo Branco;215.000;Apartment;3;3;110;138;3;1;Not available;Not available
569;Vila Nova de Paiva, Vila Nova de Paiva;99.000;Apartment;3;2;96;109;1;1;Not available;Not available
570;Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu), Coimbra;237.500;Apartment;4;2;99;128;1;2;Elevator;Not available
571;Granja Park, Castelo Branco;227.000;Apartment;3;2;117;140;1;3;Elevator;Energy Performance Certificate
572;Ajuda, Funchal;480.000;Apartment;3;2;113;134;3;4;Elevator;Energy Performance Certificate
573;Santa Marinha e São Pedro da Afurada, Porto;200.000;Apartment;1;2;59;69;1;1;Not available;Not available
574;Entroncamento, Entroncamento;156.000;Apartment;3;2;108;108;1;Not available;Not available;Not available
575;Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto;290.000;Apartments, Houses;0-4;1-4;44-174;46-174;1-2;3;Elevator;Not available
576;Guarda, Guarda;82.380;Apartment;4;2;80;90;Not available;Not available;Not available;Not available
577;Pampilhosa, Mealhada;120.000;Apartment;2;1;92;101;Not available;Not available;Not available;Not available
578;Campolide, Lisboa;420.000;Apartment;2;1;62;62;0;8;Elevator;Energy Performance Certificate
579;Custóias, Matosinhos;178.000;Apartment;2;1;68;83;1;0;Not available;Not available
580;Campo de Ourique, Lisboa;349.500;Apartment;1;1;54;61;Not available;Not available;Not available;Not available
581;Alto Sto Amaro, Lisboa;250.000;Apartment;1;1;27;37;0;0;Elevator;Energy Performance Certificate
582;Alhos Vedros, Setúbal;95.000;Apartment;1;Not available;Not available;Not available;Not available;Not available;Not available;Not available
583;Vila Praia de Âncora, Viana do Castelo;280.000;Apartment;4;3;155;161;2;Not available;Not available;Not available
584;Paços de Ferreira, Porto;270.000;Apartment;3;3;130;143;2;0;Elevator;Energy Performance Certificate
585;Ponta Delgada (São Pedro), Ilha de São Miguel;445.000;Apartment;3;2;197;197;2;3;Elevator;Not available
586;Corroios, Setúbal;170.000;Apartment;3;1;93;93;Not available;Not available;Not available;Not available
587;Santa Marinha e Afurada, Vila Nova de Gaia;1.250.000;Duplex;3;4;181;223;3;10;Not available;Not available
588;Vilamoura, Loulé;350.000;Apartment;1;1;62;62;0;3;Not available;Not available
589;Santa Marinha e Afurada, Vila Nova de Gaia;650.000;Apartment;3;3;128;156;2;6;Not available;Not available
590;São Marcos, Sintra;189.900;Apartment;2;1;76;82;Not available;Not available;Not available;Not available
591;Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto;460.000;Apartment;2;3;Not available;Not available;Not available;Not available;Not available;Not available
592;Barcarena, Lisboa;189.000;Apartment;2;2;75;81;Not available;Not available;Not available;Not available
593;Barcouço, Mealhada;129.500;Apartment;2;1;105;128;1;1;Not available;Not available
594;Rua do Brasil / Quinta D. João, Coimbra;220.000;Apartment;2;1;82;90;Not available;Not available;Not available;Not available
595;Canidelo, Vila Nova de Gaia;600.000;Apartment;2;2;92;105;2;1;Elevator;Energy Performance Certificate
596;Praia Leça da Palmeira, Matosinhos;650.000;Apartment;3;2;134;201;3;5;Elevator;Not available
597;Encosta da Barata, Abrantes;Under Consultation;Apartment;3;2;116;127;Not available;Not available;Not available;Not available
598;Aguada de Cima, Águeda;148.000;Apartment;2;1;88;88;2;1;Not available;Not available
599;Centro de Carnaxide, Oeiras;Under Consultation;Apartment;3;2;87;97;Not available;Not available;Not available;Not available
600;Laranjeiro, Almada;145.500;Apartment;1;1;45;50;Not available;Not available;Not available;Not available
601;Águas Santas, Porto;195.000;Apartment;2;2;106;128;1;5;Elevator;Energy Performance Certificate
602;Parque das Nações, Lisboa;1.150.000;Apartments;3;3;149;149;2;9;Elevator;Not available
603;Cidade da Maia, Porto;180.000;Apartment;2;1;82;82;Not available;Not available;Not available;Not available
604;Santa Marinha, Vila Nova de Gaia;130.000;Apartment;1;1;45;48;Not available;Not available;Not available;Not available
605;Arroja, Odivelas;195.000;Apartment;2;1;75;75;Not available;Not available;Not available;Not available
606;Alfena, Porto;172.500;Apartment;3;2;112;125;1;0;Not available;Not available
607;Peniche, Peniche;162.500;Apartment;2;1;82;82;1;1;Not available;Not available
608;Alcabideche, Lisboa;480.000;Apartment;3;2;80;86;1;0;Not available;Not available
609;Albufeira e Olhos de Água, Faro;159.500;Apartment;1;1;57;65;Not available;Not available;Not available;Not available
610;Almancil Centro, Loulé;290.000;Apartment;2;2;157;176;1;3;Elevator;Not available
611;Bonfim, Porto;165.000;Apartment;2;1;86;196;Not available;Not available;Not available;Not available
612;Massamá 2ª Fase, Sintra;219.900;Apartment;2;1;83;96;Not available;Not available;Not available;Not available
613;Arcos de Valdevez (Salvador), Vila Fonche e Parada, Viana do Castelo;207.000;Apartment;3;2;192;152;1;Not available;Not available;Not available
614;Covilhã, Covilhã;175.000;Apartment;3;2;96;100;Not available;Not available;Not available;Not available
615;Faro (Sé e São Pedro), Faro;240.000;Apartment;2;1;66;79;1;3;Not available;Not available
616;Consolação, Peniche;198.000;Apartment;2;1;63;96;1;1;Elevator;Energy Performance Certificate
617;Espinho I, Espinho;195.000;Apartment;1;1;57;57;1;1;Elevator;Not available
618;Santa Iria de Azoia, São João da Talha e Bobadela, Lisboa;219.000;Apartment;2;1;92;92;Not available;Not available;Not available;Not available
619;São Martinho, Ilha da Madeira;525.000;Apartments;3;2;108;156;2;4;Not available;Not available
620;Estrela, Lisboa;435.000;Apartment;2;1;76;76;Not available;Not available;Not available;Not available
621;Oliveira do Douro, Porto;184.500;Apartment;3;2;99;112;1;5;Elevator;Energy Performance Certificate
622;Quinta da Cabrinha, Seixal;259.500;Apartment;3;2;99;115;Not available;Not available;Not available;Not available
623;C2 - Quinta dos Bispos, Vila Nova de Gaia;170.000;Apartment;2;2;94;100;1;3;Elevator;Energy Performance Certificate
624;Lisboa, Lisboa;595.000;Apartment;3;2;126;126;1;6;Elevator;Energy Performance Certificate
625;Armação de Pêra, Silves;235.000;Apartment;2;2;71;90;1;4;Elevator;Energy Performance Certificate
626;Póvoa de Santa Iria e Forte da Casa, Lisboa;183.000;Apartment;2;1;50;55;0;1;Not available;Not available
627;Bemposta, Portimão;210.000;Apartment;1;1;60;71;Not available;Not available;Not available;Not available
628;Sesimbra (Castelo), Setúbal;308.000;Duplex;3;2;115;146;Not available;Not available;Not available;Not available
629;Pinheiro Manso, Porto;240.000;Apartment;3;2;106;119;1;2;Elevator;Energy Performance Certificate
630;Faro (Sé e São Pedro), Faro;250.000;Apartment;3;2;83;102;Not available;Not available;Not available;Not available
631;Marquês, Porto;374.771;Apartment;2;2;93;134;1;3;Not available;Not available
632;Marquês, Porto;375.475;Apartment;2;2;97;132;1;2;Not available;Not available
633;Marquês, Porto;364.500;Apartment;2;2;93;119;1;2;Not available;Not available
634;Marquês, Porto;645.000;Apartment;2;2;163;329;2;0;Not available;Not available
635;Moscavide e Portela, Lisboa;350.000;Apartment;4;2;100;100;Not available;Not available;Not available;Not available
636;Gondomar (São Cosme), Valbom e Jovim, Porto;168.000;Apartments;1-3;1-2;60-120;82-167;1;5;Elevator;Not available
637;Pinhal Novo, Setúbal;247.500;Apartment;3;2;118;208;2;0;Elevator;Energy Performance Certificate
638;São Martinho, Ilha da Madeira;390.000;Apartments;1-3;2-4;80-146;98-166;2;2-5;Elevator;Not available
639;Águas Livres, Lisboa;160.000;Apartment;2;1;72;78;Not available;Not available;Not available;Not available
640;Ajuda, Lisboa;379.000;Apartment;2;1;60;60;0;7;Elevator;Energy Performance Certificate
641;Caniço de Baixo, Santa Cruz;380.000;Apartment;3;2;115;150;2;2;Not available;Not available
642;Tavira (Santa Maria e Santiago), Faro;260.000;Apartment;2;2;86;102;1;2;Elevator;Energy Performance Certificate
643;Paderne, Faro;138.500;Apartment;2;1;86;86;Not available;Not available;Not available;Not available
644;Falagueira-Venda Nova, Lisboa;269.900;Apartment;2;1;85;113;Not available;Not available;Not available;Not available
645;Paços de Ferreira, Porto;250.000;Apartment;2;2;106;117;2;1;Not available;Not available
646;São Félix da Marinha, Porto;310.000;Apartment;3;2;95;115;1;1;Not available;Not available
647;Marvila - Lisboa, Lisboa;217.500;Apartment;3;2;73;77;Not available;Not available;Not available;Not available
648;Pedroso e Seixezelo, Porto;249.500;Apartment;2;2;110;126;1;2;Elevator;Energy Performance Certificate
649;Avanca, Estarreja;173.500;Apartment;4;2;169;169;1;0;Elevator;Not available
650;Ponta Delgada (São José), Ilha de São Miguel;230.000;Apartment;3;1;103;103;Not available;Not available;Not available;Not available
651;São Gonçalo de Lagos, Faro;337.500;Apartment;2;2;92;149;2;2;Not available;Not available
652;Sines, Setúbal;195.000;Apartment;2;2;89;89;1;0;Not available;Not available
653;Costa da Caparica, Almada;268.000;Apartment;1;1;43;47;Not available;Not available;Not available;Not available
654;Estoril, Cascais;255.000;Apartment;1;1;62;62;1;Not available;Not available;Not available
655;Torres do Restelo, Lisboa;695.000;Apartment;3;3;140;175;2;1;Elevator;Energy Performance Certificate
656;Praça Rainha D. Amélia, Porto;178.900;Apartment;1;1;36;45;Not available;Not available;Not available;Not available
657;Praça Rainha D. Amélia, Porto;162.300;Apartment;1;1;34;43;Not available;Not available;Not available;Not available
658;Praça Rainha D. Amélia, Porto;165.700;Apartment;1;1;34;43;Not available;Not available;Not available;Not available
659;Praça Rainha D. Amélia, Porto;158.900;Apartment;1;1;34;43;Not available;Not available;Not available;Not available
660;Praça Rainha D. Amélia, Porto;197.200;Apartment;1;1;34;71;Not available;Not available;Not available;Not available
661;Praça Rainha D. Amélia, Porto;572.800;Duplex;2;2;162;215;Not available;Not available;Not available;Not available
662;Olivais Sul, Lisboa;315.000;Apartment;3;2;75;75;Not available;Not available;Not available;Not available
663;Gouveia, Guarda;Under Consultation;Apartment;3;3;158;Not available;Not available;Not available;Not available;Not available
664;Alvalade, Lisboa;1.390.000;Apartment;5;4;284;368;5;7;Elevator;Energy Performance Certificate
665;São Martinho, Ilha da Madeira;258.000;Apartment;3;2;101;101;1;4;Not available;Not available
666;Gulpilhares e Valadares, Porto;235.000;Apartment;2;2;101;101;2;2;Elevator;Energy Performance Certificate
667;Linda-a-Velha, Oeiras;167.500;Apartment;3;2;97;108;0;3;Elevator;Not available
668;Av. Novas/ Av. República, Lisboa;587.000;Apartment;5;2;127;130;Not available;Not available;Not available;Not available
669;Fânzeres - Regadas, Gondomar;225.000;Apartment;3;3;106;106;1;4;Not available;Not available
670;Porto, Porto;220.000;Apartment;3;2;106;106;Not available;Not available;Not available;Not available
671;Algés, Oeiras;255.000;Apartment;1;1;50;51;Not available;Not available;Not available;Not available
672;Senhora da Hora, Matosinhos;195.000;Apartment;0;2;40;60;1;4;Elevator;Energy Performance Certificate
673;Malveira, Mafra;295.000;Apartment;3;2;152;186;2;Not available;Not available;Not available
674;Hospital, Santarém;255.000;Apartment;4;2;126;126;Not available;Not available;Not available;Not available
675;Loures, Loures;420.000;Apartment;2;2;100;100;1;7;Elevator;Energy Performance Certificate
676;S.Cosme, Gondomar;153.500;Apartment;1;1;71;95;1;2;Not available;Not available
677;Costa da Caparica, Setúbal;270.000;Apartment;1;1;55;55;1;3;Elevator;Energy Performance Certificate
678;Parque das Nações - Expo Sul, Lisboa;2.800.000;Triplex;3;3;184;337;4;16;Elevator;Energy Performance Certificate
679;Alfragide, Lisboa;258.000;Apartment;2;1;77;83;1;1;Not available;Not available
680;Jardins do Cristo Rei, Loures;885.000;Apartment;4;3;145;219;2;2;Elevator;Energy Performance Certificate
681;Boavista, Porto;570.000;Apartment;5;3;183;188;2;6;Not available;Not available
682;Forte da Casa, Vila Franca de Xira;269.000;Apartment;3;2;94;94;1;2;Elevator;Energy Performance Certificate
683;Leça do Balio, Matosinhos;367.000;Apartment;4;3;151;151;2;2;Elevator;Energy Performance Certificate
684;Odivelas Centro, Odivelas;210.000;Apartment;3;1;80;82;0;3;Not available;Not available
685;Santa Cruz, Ilha da Madeira;205.000;Apartment;2;2;Not available;Not available;Not available;Not available;Not available;Not available
686;Ponta Delgada (São Pedro), Ilha de São Miguel;760.000;Apartment;3;4;171;171;2;3;Not available;Not available
687;São Mamede de Infesta e Senhora da Hora, Porto;170.000;Apartment;2;2;77;92;Not available;Not available;Not available;Not available
688;Grândola e Santa Margarida da Serra, Setúbal;350.000;Duplex;4;2;117;117;Not available;Not available;Not available;Not available
689;Fânzeres e São Pedro da Cova, Porto;Under Consultation;Apartment;2;1;83;90;Not available;Not available;Not available;Not available
690;Rinchoa, Sintra;200.000;Apartment;2;1;90;112;Not available;Not available;Not available;Not available
691;Damaia de Cima, Amadora;220.000;Apartment;2;1;80;85;Not available;Not available;Not available;Not available
692;Pombal, Leiria;Under Consultation;Duplex;3;3;229;277;2;2;Elevator;Energy Performance Certificate
693;Águas Livres, Lisboa;210.000;Apartment;2;1;66;71;Not available;Not available;Not available;Not available
694;Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;150.000;Apartment;3;2;75;75;1;2;Not available;Not available
695;Ranhados, Viseu;130.000;Apartment;2;1;88;88;Not available;Not available;Not available;Not available
696;Pombal, Leiria;185.000;Apartment;2;2;102;127;1;2;Elevator;Energy Performance Certificate
697;Venteira, Amadora;189.000;Apartment;1;1;45;55;Not available;Not available;Not available;Not available
698;Marvila, Lisboa;Sob Consulta;Apartments;3;4;473;473;3;4;Elevator;Not available
699;Póvoa de Santa Iria e Forte Da Casa, Vila Franca de Xira;319.990;Apartment;3;2;162;162;1;3;Elevator;Energy Performance Certificate
700;Pombal, Leiria;260.000;Apartment;3;2;130;160;2;1;Elevator;Not available
701;Quelfes, Faro;250.000;Apartment;2;2;81;95;1;3;Elevator;Energy Performance Certificate
702;Pombal, Leiria;305.000;Apartment;3;2;131;157;2;1;Elevator;Energy Performance Certificate
703;Corroios Centro, Seixal;175.000;Apartment;1;1;61;66;Not available;Not available;Not available;Not available
704;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Lisboa;598.000;Apartment;3;2;135;171;2;1;Elevator;Energy Performance Certificate
705;Santa Marinha e São Pedro da Afurada, Porto;355.000;Apartment;2;2;86;107;1;4;Not available;Not available
706;Odivelas, Lisboa;460.000;Apartment;3;2;102;112;2;7;Elevator;Energy Performance Certificate
707;Castelos, Porto;257.000;Apartment;3;2;80;88;0;2;Not available;Not available
708;Cedofeita, Porto;188.000;Apartment;0;1;35;35;0;2;Not available;Not available
709;Vilamoura, Loulé;10.800;Apartment;1;1;50;50;0;Not available;Not available;Not available
710;Alfornelos, Amadora;245.000;Apartment;2;1;68;Not available;Not available;Not available;Not available;Not available
711;Mafamude e Vilar do Paraíso, Vila Nova de Gaia;250.000;Apartment;3;3;173;218;2;3;Not available;Not available
712;Estômbar e Parchal, Faro;189.000;Apartment;2;1;77;113;Not available;Not available;Not available;Not available
713;Júlio Dinis, Porto;325.000;Apartment;2;1;80;122;1;5;Elevator;Energy Performance Certificate
714;Corroios, Seixal;167.000;Apartment;3;1;95;95;Not available;Not available;Not available;Not available
715;Santa Maria Maior, Viana do Castelo;213.500;Duplex;0;1;64;64;Not available;Not available;Not available;Not available
716;Celas, Coimbra;260.000;Apartment;3;2;Not available;Not available;Not available;Not available;Not available;Not available
717;Telheiras, Lisboa;390.000;Apartment;2;1;99;110;1;Not available;Not available;Not available
718;Montijo e Afonsoeiro, Setúbal;190.000;Apartment;3;2;84;99;Not available;Not available;Not available;Not available
719;Sátão, Sátão;Under Consultation;Apartment;3;2;137;153;Not available;Not available;Not available;Not available
720;Arca d´ Água, Porto;210.000;Apartment;1;1;73;76;1;3;Elevator;Energy Performance Certificate
721;Centro Histórico, Santarém;295.000;Apartment;3;2;203;203;Not available;Not available;Not available;Not available
722;Celas, Coimbra;250.000;Apartment;2;1;53;58;1;2;Elevator;Energy Performance Certificate
723;Arroios, Lisboa;395.000;Apartments;0-3;1;55-95;66-105;0;Not available;Not available;Not available
724;Vilamoura, Loulé;310.000;Apartment;1;1;57;74;1;3;Elevator;Energy Performance Certificate
725;Braga (São Vítor), Braga;210.000;Apartment;2;1;69;69;1;1;Elevator;Energy Performance Certificate
726;Paços de Ferreira, Porto;Under Consultation;Apartment;0;1;Not available;Not available;Not available;Not available;Not available;Not available
727;Amadora, Amadora;189.000;Apartment;2;1;81;91;Not available;Not available;Not available;Not available
728;Paços de Ferreira, Porto;Under Consultation;Apartment;0;1;Not available;Not available;Not available;Not available;Not available;Not available
729;Alto de Algés, Oeiras;985.000;Apartment;3;2;135;220;2;0;Elevator;Energy Performance Certificate
730;Igreja da Memória, Lisboa;360.000;Apartment;3;2;64;94;0;0;Not available;Not available
731;Metro do Heroísmo, Porto;528.000;Apartment;2;2;68;279;2;3;Not available;Not available
732;Metro do Heroísmo, Porto;416.800;Apartment;2;2;74;123;2;3;Not available;Not available
733;Metro do Heroísmo, Porto;311.600;Apartment;1;1;68;88;1;3;Not available;Not available
734;Metro do Heroísmo, Porto;253.900;Apartment;1;1;53;74;1;3;Not available;Not available
735;Metro do Heroísmo, Porto;302.000;Apartment;1;1;57;90;1;2;Not available;Not available
736;Tavira, Tavira;295.000;Apartment;2;1;70;85;Not available;Not available;Not available;Not available
737;Espinho, Aveiro;225.000;Apartment;2;2;90;90;1;1;Not available;Not available
738;Nossa Senhora das Misericórdias, Santarém;148.000;Apartment;3;2;125;139;2;0;Elevator;Energy Performance Certificate
739;Carvalhido, Porto;Under Consultation;Apartment;3;2;90;93;Not available;Not available;Not available;Not available
740;Alto das Vinhas Grandes, Montijo;195.500;Apartment;2;1;85;92;Not available;Not available;Not available;Not available
741;Montijo e Afonsoeiro, Setúbal;165.000;Apartment;2;1;66;80;Not available;Not available;Not available;Not available
742;Alvor, Portimão;215.000;Apartment;1;1;55;61;1;0;Not available;Not available
743;Quarteira, Loulé;347.500;Apartments;3;2;109;145;1;2;Elevator;Not available
744;Paços de Ferreira, Porto;Under Consultation;Apartment;2;1;76;76;1;1;Elevator;Energy Performance Certificate
745;Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;154.900;Apartment;2;1;60;65;Not available;Not available;Not available;Not available
746;Tarouca e Dálvares, Viseu;120.000;Apartment;3;3;123;137;Not available;Not available;Not available;Not available
747;Santa Maria Maior, Vila Real;Under Consultation;Apartment;3;2;100;115;Not available;Not available;Not available;Not available
748;Ermesinde, Porto;Under Consultation;Apartment;3;2;107;121;1;3;Not available;Not available
749;Paços de Ferreira, Porto;Under Consultation;Apartment;0;1;45;45;1;1;Elevator;Not available
750;Paços de Ferreira, Porto;Under Consultation;Apartment;0;1;46;46;1;1;Elevator;Not available
751;Alfena, Porto;207.500;Apartment;3;3;105;148;1;2;Elevator;Energy Performance Certificate
752;Paços de Ferreira, Porto;Under Consultation;Apartment;2;1;79;79;1;1;Elevator;Not available
753;Paços de Ferreira, Porto;Under Consultation;Apartment;2;1;81;81;1;2;Elevator;Not available
754;Paços de Ferreira, Porto;Under Consultation;Apartment;2;1;86;86;1;2;Elevator;Not available
755;Viso Sul, Viseu;315.000;Duplex;4;3;187;220;1;3;Elevator;Energy Performance Certificate
756;Viso Sul, Viseu;315.000;Duplex;4;3;187;220;1;3;Elevator;Energy Performance Certificate
757;Abraveses, Viseu;135.000;Apartment;3;2;76;100;Not available;Not available;Not available;Not available
758;Viso Sul, Viseu;235.000;Apartment;3;2;116;175;1;2;Not available;Not available
759;Olivais, Lisboa;589.000;Apartment;2;2;76;76;1;10;Elevator;Energy Performance Certificate
760;Viso Sul, Viseu;235.000;Apartment;3;2;116;148;1;2;Elevator;Energy Performance Certificate
761;Ermesinde, Valongo;295.000;Apartment;2;2;120;140;1;3;Elevator;Energy Performance Certificate
762;Viso Sul, Viseu;230.000;Apartment;3;2;116;162;1;1;Elevator;Energy Performance Certificate
763;Viso Sul, Viseu;230.000;Apartment;3;2;116;162;1;1;Elevator;Energy Performance Certificate
764;Paredes, Porto;286.000;Apartment;3;2;133;133;2;2;Not available;Not available
765;Olaias, Lisboa;800.000;Apartment;3;2;190;190;5;7;Elevator;Energy Performance Certificate
766;Mãe de Deus, Santa Cruz;210.000;Apartment;2;2;83;105;1;4;Elevator;Energy Performance Certificate
767;Torres Novas (Santa Maria, Salvador e Santiago), Santarém;170.000;Apartment;3;2;124;137;2;0;Not available;Not available
768;Esmoriz, Aveiro;155.000;Apartment;2;1;80;118;1;2;Elevator;Not available
769;Torre da Marinha, Seixal;Under Consultation;Apartment;3;2;103;112;Not available;Not available;Not available;Not available
770;Campolide, Lisboa;395.000;Apartment;2;1;75;82;0;2;Elevator;Energy Performance Certificate
771;Alvalade, Lisboa;1.188.000;Apartment;5;4;254;264;Not available;Not available;Not available;Not available
772;Costa, Braga;350.000;Apartment;4;3;134;147;4;4;Elevator;Energy Performance Certificate
773;Parque das Nações - Expo Norte, Lisboa;465.000;Apartment;2;2;79;79;1;2;Elevator;Energy Performance Certificate
774;Pinheiro Manso, Porto;636.000;Apartment;4;3;174;203;2;Not available;Not available;Not available
775;Amorosa, Viana do Castelo;125.000;Apartment;1;1;64;71;Not available;Not available;Not available;Not available
776;Boavista, Porto;199.000;Apartment;1;1;57;57;0;3;Elevator;Energy Performance Certificate
777;Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Lisboa;890.000;Apartment;3;2;110;150;1;2;Elevator;Energy Performance Certificate
